экран;вкладка;подвкладка;вид (переключатель);основная кнопка;кнопка файл:строка;№;вид элемента;подпись;key;умолчание ni;умолчание al;умолчание fe;мин;макс;шаг;условие показа;в раскрывающемся блоке;форма;в одной строке (st.columns);обязательное;через функцию;подсказка (help);прочее;файл:строка
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;2;подпись;"ThermoGar использует параметры диффузионной подвижности текущей базы и открытую программу Kawin. Исследовательский режим рассчитывает изотермическую одномерную диффузию; это модель, а не экспериментально аттестованная технология.";;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1477
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;3;плашка (error);Модуль диффузии Kawin недоступен. Равновесные функции работают.;;;;;;;;not KAWIN_AVAILABLE;;;;;;;;app/thermogar_diffusion.py:1484
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;4;раскрывающийся блок;Технические сведения (expanded=False);;;;;;;;not KAWIN_AVAILABLE;;;;;;;;app/thermogar_diffusion.py:1487
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;5;подпись (код);./.venv-mac/bin/python -m pip install 'kawin==0.5.0' 'espei==0.9.1' .\.venv-windows\Scripts\python.exe -m pip install kawin==0.5.0 espei==0.9.1;;;;;;;;not KAWIN_AVAILABLE;Технические сведения;;;;;;;app/thermogar_diffusion.py:1488
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;6;подпись;f'Техническая причина: {KAWIN_IMPORT_ERROR}';;;;;;;;not KAWIN_AVAILABLE И KAWIN_IMPORT_ERROR;Технические сведения;;;;;;;app/thermogar_diffusion.py:1494
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;7;подпись;### Что доступно в базе подвижностей;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1776
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;8;метрика;Kawin;;;;;;;;;;;st.columns@thermogar_diffusion.py:1777 (колонка 1 из 3);;;;;app/thermogar_diffusion.py:1779
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;9;метрика;Диффундирующих элементов;;;;;;;;;;;st.columns@thermogar_diffusion.py:1777 (колонка 2 из 3);;;;;app/thermogar_diffusion.py:1781
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;10;метрика;Фаз с параметрами подвижности;;;;;;;;;;;st.columns@thermogar_diffusion.py:1777 (колонка 3 из 3);;;;;app/thermogar_diffusion.py:1783
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;11;подпись;#### Элементы;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1785
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;12;подпись;element_symbols(diffusing_species) if diffusing_species else 'Нет данных';;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1786
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;13;подпись;#### Параметры по фазам;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1787
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;14;плашка (info);В базе нет параметров подвижности для этих элементов.;;;;;;;;kinetics_table.empty;;;;;;;;app/thermogar_diffusion.py:1789
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;15;таблица;kinetics_table;;;;;;;;не (kinetics_table.empty);;;;;;;;app/thermogar_diffusion.py:1791
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;16;подпись;#### Ограничения расчёта диффузии;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1793
S18;Кинетика;Диффузия и гомогенизация;Покрытие базы подвижностей;— (основной кнопки нет);—;17;подпись;"- только **одномерная декартова область** и постоянная температура; - не более **четырёх элементов** одновременно; - закрытые границы с нулевым потоком; - нет диффузии по границам зёрен, конвекции, напряжений и пористости; - однофазная модель не меняет фазу автоматически; - гомогенизация предполагает локальное равновесие и усреднённую геометрию; - численный результат нужно сверить с опубликованны…";;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1794
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;1;заголовок;Кинетика выделений;;;;;;;;;;;;;;;;app/thermogar_precipitation.py:1351
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;2;подпись;Зарождение, рост, растворение и укрупнение одной фазы по модели KWN.;;;;;;;;;;;;;;;;app/thermogar_precipitation.py:1352
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;3;плашка (error);Модуль кинетики выделений недоступен. Остальные функции работают.;;;;;;;;not PRECIPITATION_AVAILABLE;;;;;;;;app/thermogar_precipitation.py:1354
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;4;раскрывающийся блок;Технические сведения (expanded=False);;;;;;;;not PRECIPITATION_AVAILABLE;;;;;;;;app/thermogar_precipitation.py:1355
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;5;подпись (код);PRECIPITATION_IMPORT_ERROR or 'kawin не установлен';;;;;;;;not PRECIPITATION_AVAILABLE;Технические сведения;;;;;;;app/thermogar_precipitation.py:1356
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;6;плашка (info);Межфазную энергию, молярные объёмы и центры зарождения база не задаёт: введите их ниже по источнику или по калибровке.;;;;;;;;не (not PRECIPITATION_AVAILABLE);;;;;;;;app/thermogar_precipitation.py:1358
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;7;выбор;Набор исходных параметров;precipitation_{база}_preset;Параметры пользователя — значения нужно подтвердить;Параметры пользователя — значения нужно подтвердить;Параметры пользователя — значения нужно подтвердить;;;;не (not PRECIPITATION_AVAILABLE);;;;нет;;;;app/thermogar_precipitation.py:1368
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;8;плашка (info);Учебный пример автоматически использует Ni–9.8Al–8.3Cr, 800 °C, γ=0.023 Дж/м² и Vm=6.566 см³/моль. Он нужен для проверки программы и не является паспортом материала.;;;;;;;;не (not PRECIPITATION_AVAILABLE) И demo;;;;;;;;app/thermogar_precipitation.py:1381
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;9;подпись;Начальные числа в полях — только удобные стартовые значения. Перед интерпретацией укажите их источник.;;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (demo);;;;;;;;app/thermogar_precipitation.py:1387
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;10;плашка (error, текст исключения);Состав не принят.;;;;;;;;не (not PRECIPITATION_AVAILABLE) И при исключении;;;;;;;;app/thermogar_precipitation.py:1417
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;11;подпись;Состав раздела берётся из поля «Добавки» в боковой панели. KWN-модель принимает не более 10 добавок одновременно. Это предел измеренного, а не физический: больше 10 добавок расчёт не проверялся. Если добавок больше, оставьте в составе только элементы, определяющие выделение (например, C и Cr для карбида M23C6 в стали).;;;;;;;;не (not PRECIPITATION_AVAILABLE) И при исключении;;;;;;;;app/thermogar_precipitation.py:1418
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;12;плашка (error);Нет матричной фазы с полным набором параметров подвижности для состава.;;;;;;;;не (not PRECIPITATION_AVAILABLE) И not matrices;;;;;;;;app/thermogar_precipitation.py:1428
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;13;подпись;'Матрицей может быть только фаза, у которой в базе есть параметры подвижности для всех элементов состава: ' + element_symbols(elements) + '. Сократите состав в боковой панели до элементов, покрытых параметрами подвижности.';;;;;;;;не (not PRECIPITATION_AVAILABLE) И not matrices;;;;;;;;app/thermogar_precipitation.py:1429
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;14;выбор;Матричная фаза;precipitation_{база}_user_matrix;"FCC_A1 (DEFAULTS[0], если есть среди матриц; иначе первая)";"FCC_A1 (DEFAULTS[0], если есть среди матриц; иначе первая)";"BCC_A2 (DEFAULTS[0], если есть среди матриц; иначе первая)";;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices);;;;нет;;;;app/thermogar_precipitation.py:1440
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;15;подпись;"f'{matrix_phase} и {matrix_partner} — разупорядоченная и упорядоченная половины одной модели порядок/беспорядок. Kawin принимает матрицей только {matrix_phase}; {matrix_partner} поэтому не предлагается как отдельная фаза-выделение.'";;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И matrix_partner;;;;;;;;app/thermogar_precipitation.py:1448
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;16;плашка (error);Для выбранного состава нет совместимых фаз-выделений.;;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И not precipitates;;;;;;;;app/thermogar_precipitation.py:1465
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;17;выбор;Фаза-выделение;precipitation_{база}_user_precipitate;"GAMMA_PRIME (DEFAULTS[1], если есть; иначе первая)";"THETA_AL2CU (DEFAULTS[1], если есть; иначе первая)";"M23C6 (DEFAULTS[1], если есть; иначе первая)";;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);;;;нет;;;;app/thermogar_precipitation.py:1469
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;18;радио;Температурный режим;precipitation_{база}_user_temperature_mode;Изотермическая выдержка;Изотермическая выдержка;Изотермическая выдержка;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);;;;нет;;;;app/thermogar_precipitation.py:1476
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;19;поле (число);Температура, °C;precipitation_{база}_user_temperature_c;800;200;700;;;10;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates) И schedule_mode == 'isothermal';;;;нет;;;;app/thermogar_precipitation.py:1487
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;20;поле (число);Время выдержки, ч;precipitation_{база}_user_duration_h;100;24;0.05;1e-06;;10;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates) И schedule_mode == 'isothermal';;;;нет;;;;app/thermogar_precipitation.py:1493
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;21;поле (текст, многострочное);"Время, ч; температура, °C";precipitation_{база}_user_temperature_profile;— (не показывается);— (не показывается);— (не показывается);;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates) И не (schedule_mode == 'isothermal');;;;нет;;Точки соединяются линейно. Первая точка — 0 ч.;;app/thermogar_precipitation.py:1501
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;22;раскрывающийся блок;Параметры модели KWN (expanded=True);;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);;;;;;;;app/thermogar_precipitation.py:1509
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;23;поле (число);Межфазная энергия, Дж/м²;precipitation_{база}_user_gamma;0.023;0.15;0.3;1e-06;;0.005;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1510
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;24;поле (число);Молярный объём матрицы, см³/моль;precipitation_{база}_user_matrix_vm;6.57;10;7.09;0.01;;0.1;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1518
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;25;поле (число);Молярный объём выделения, см³/моль;precipitation_{база}_user_precip_vm;6.57;10;7.09;0.01;;0.1;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1525
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;26;выбор;Центры зарождения;precipitation_{база}_user_nucleation_type;Объёмные центры;Объёмные центры;Объёмные центры;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1532
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;27;поле (число);Плотность объёмных центров, 1/м³;precipitation_{база}_user_bulk_n0;1e+28;1e+28;1e+28;1;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1538
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;28;поле (число);Средний размер зерна, мкм;precipitation_{база}_user_grain_size_um;100;100;100;0.01;;10;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1545
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;29;поле (число);Плотность дислокаций, 1/м²;precipitation_{база}_user_dislocation_density;5e+12;5e+12;5e+12;1;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1552
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;30;поле (число);Энергия границы зерна, Дж/м²;precipitation_{база}_user_gb_energy;0.3;0.3;0.3;0;;0.05;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Параметры модели KWN;;;нет;;;;app/thermogar_precipitation.py:1559
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;31;раскрывающийся блок;Численная сетка размеров;;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);;;;;;;;app/thermogar_precipitation.py:1567
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;32;поле (число);Минимальный радиус, нм;precipitation_{база}_user_cmin_nm;0.2;0.2;0.2;0.01;;0.05;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Численная сетка размеров;;;нет;;;;app/thermogar_precipitation.py:1568
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;33;поле (число);Начальный максимальный радиус, нм;precipitation_{база}_user_cmax_nm;10;10;10;0.1;;1;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Численная сетка размеров;;;нет;;;;app/thermogar_precipitation.py:1575
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;34;ползунок;Классов размеров;precipitation_{база}_user_bins;80;80;80;20;200;10;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Численная сетка размеров;;;нет;;;;app/thermogar_precipitation.py:1582
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;35;подпись;Сетка адаптивная и может расширяться при росте частиц.;;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);Численная сетка размеров;;;;;;;app/thermogar_precipitation.py:1590
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;36;поле (текст, многострочное);Источник и применимость физических входов;precipitation_{база}_user_input_provenance;Объявленный сценарий, не данные материала;Объявленный сценарий, не данные материала;Объявленный сценарий, не данные материала;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates) И не (demo);;;;нет: пустое заменяется строкой по умолчанию — thermogar_precipitation.py:1606;;"Строка попадает в Excel, в JSON происхождения и в историю расчётов. Впишите DOI, таблицу или страницу, откуда взяты γ, Vm и параметры зарождения; значение по умолчанию помечает их как объявленный сценарий, не данные материала.";;app/thermogar_precipitation.py:1595
S19;Кинетика;Выделения;;Рассчитать кинетику выделений;app/thermogar_precipitation.py:1616;37;кнопка;Рассчитать кинетику выделений;precipitation_{база}_user_calculate;;;;;;;не (not PRECIPITATION_AVAILABLE) И не (not matrices) И не (not precipitates);;;;;;;type='primary';app/thermogar_precipitation.py:1614
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;1;заголовок;Библиотека марок и составов;;;;;;;;;;;;;;;;app/thermogar_workspace.py:1103
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;2;подпись;Сохранённая запись запоминает базу, основу, единицы и состав. Учебные примеры помечены отдельно и не являются промышленными марками.;;;;;;;;;;;;;;;;app/thermogar_workspace.py:1104
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;3;подпись;### Текущий состав;;;;;;;;;;;;;;;;app/thermogar_workspace.py:1120
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;4;таблица;composition_columns_for_display(current);;;;;;;;;;;;;;;;app/thermogar_workspace.py:1121
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;5;поле (текст);Название марки или состава;;;;;;;;;;alloy_save_form;;да — thermogar_workspace.py:936–937;;;;app/thermogar_workspace.py:1125
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;6;поле (текст, многострочное);Заметка (не обязательно);;;;;;;;;;alloy_save_form;;нет;;;;app/thermogar_workspace.py:1129
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;7;галочка;Разрешить обновить одноимённую пользовательскую запись;;False;False;False;;;;;;alloy_save_form;;нет;;;;app/thermogar_workspace.py:1133
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;8;кнопка формы;Сохранить текущий состав;;;;;;;;;;alloy_save_form;;;;;type='primary';app/thermogar_workspace.py:1136
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;9;плашка (error, текст исключения);Состав не сохранён.;;;;;;;;save_alloy И при исключении;;;;;;;;app/thermogar_workspace.py:1171
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;10;подпись;### Доступные записи;;;;;;;;;;;;;;;;app/thermogar_workspace.py:1181
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;11;плашка (info);Сохранённых составов пока нет.;;;;;;;;not all_alloys;;;;;;;;app/thermogar_workspace.py:1183
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;12;таблица;composition_columns_for_display(alloy_table(all_alloys, database_definitions));;;;;;;;не (not all_alloys);;;;;;;;app/thermogar_workspace.py:1186
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;13;выбор;Выберите запись;alloy_selected_id;;;;;;;не (not all_alloys);;;;нет;;;;app/thermogar_workspace.py:1193
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;14;плашка (warning);"В этой записи не указана допустимая база; она остаётся в библиотеке, но расчёт по ней не запускается.";;;;;;;;не (not all_alloys) И not selected_database_available;;;;;;;;app/thermogar_workspace.py:1206
S20;Проекты и данные;Марки и составы;;"Сохранить текущий состав (кнопка формы); Загрузить состав в программу";app/thermogar_workspace.py:1138;15;кнопка;Загрузить состав в программу;alloy_load_button;;;;;;;не (not all_alloys);;;st.columns@thermogar_workspace.py:1211 (колонка 1 из 2);;;;"type='primary'; disabled=not selected_database_available";app/thermogar_workspace.py:1213
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;1;заголовок;Пакетный расчёт составов;;;;;;;;;;;;;;;;app/thermogar_workspace.py:2677
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;2;подпись;Загрузите Excel или CSV: одна строка — один состав при одной температуре. Ошибка в одной строке не останавливает остальные.;;;;;;;;;;;;;;;;app/thermogar_workspace.py:2678
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;3;кнопка;Скачать шаблон Excel;batch_template_xlsx_prepare;;;;;;;;;;st.columns@thermogar_workspace.py:2683 (колонка 1 из 2);;;;;app/thermogar_workspace.py:2686
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;4;плашка (error, текст исключения);(текст исключения);;;;;;;;verified_batch_export_button(template_xlsx_decision, 'Скачать шаблон Excel', key='batch_t… И не (type(template_xlsx) is VerifiedArtifactRef);;;st.columns@thermogar_workspace.py:2683 (колонка 1 из 2);;;;;app/thermogar_workspace.py:2704
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;5;кнопка;Скачать шаблон CSV;batch_template_csv_prepare;;;;;;;;;;st.columns@thermogar_workspace.py:2683 (колонка 2 из 2);;;;;app/thermogar_workspace.py:2707
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;6;плашка (error, текст исключения);(текст исключения);;;;;;;;verified_batch_export_button(template_csv_decision, 'Скачать шаблон CSV', key='batch_temp… И не (type(template_csv) is VerifiedArtifactRef);;;st.columns@thermogar_workspace.py:2683 (колонка 2 из 2);;;;;app/thermogar_workspace.py:2725
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;7;раскрывающийся блок;Требуемые столбцы (expanded=False);;;;;;;;;;;;;;;;app/thermogar_workspace.py:2727
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;8;подпись;"- **Название** — имя расчёта; - **База** — только `ni`, `al` или `fe`; - **Основа** — элемент, заполняющий остаток до 100 %; - **Единицы** — `ат.%` или `мас.%`; - **Температура, °C** — обязательна; - **Добавки** — строка вида `Cr=18, Ni=8, C=0.1`. Необязательно: давление, режим стали и список фаз. Вместо «Добавки» можно использовать отдельные столбцы `C`, `Cr`, `Ni`.";;;;;;;;;Требуемые столбцы;;;;;;;app/thermogar_workspace.py:2728
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;9;загрузка файла;Файл составов;;;;;;;;;;;;да — кнопка расчёта появляется только после загрузки: thermogar_workspace.py:2765–2792;;;;app/thermogar_workspace.py:2740
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;10;плашка (error, текст исключения);(текст исключения);;;;;;;;type(uploaded) is not VerifiedArtifactRef and getattr(uploaded, 'reason_code', '') != 'US…;;;;;;;;app/thermogar_workspace.py:2758
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;11;подпись;Скачайте шаблон выше и заполните его, не меняя названий столбцов. Разделитель CSV — запятая или точка с запятой, кодировка — UTF-8.;;;;;;;;type(uploaded) is not VerifiedArtifactRef and getattr(uploaded, 'reason_code', '') != 'US…;;;;;;;;app/thermogar_workspace.py:2759
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;12;подпись;### Предварительный просмотр;;;;;;;;type(uploaded) is VerifiedArtifactRef;;;;;;;;app/thermogar_workspace.py:2773
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;13;таблица;batch_preview_dataframe(source.head(25));;;;;;;;type(uploaded) is VerifiedArtifactRef;;;;;;;;app/thermogar_workspace.py:2774
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;14;подпись;f'Строк в файле: {len(source)}. Максимум за один запуск: 100.';;;;;;;;type(uploaded) is VerifiedArtifactRef;;;;;;;;app/thermogar_workspace.py:2779
S21;Проекты и данные;Пакетный расчёт;;Рассчитать все составы (после загрузки файла);app/thermogar_workspace.py:2788;15;кнопка;Рассчитать все составы;batch_calculate_button;;;;;;;type(uploaded) is VerifiedArtifactRef;;;;;;;type='primary';app/thermogar_workspace.py:2785
S22;Проекты и данные;Проекты и история;Что открыть: Проекты / История расчётов;"Сохранить проект в папке ThermoGar (кнопка формы); Открыть проект; Восстановить материал из записи";app/thermogar_workspace.py:1740;1;заголовок;Проекты и история;;;;;;;;;;;;;;;;app/thermogar_workspace.py:1710
S22;Проекты и данные;Проекты и история;Что открыть: Проекты / История расчётов;"Сохранить проект в папке ThermoGar (кнопка формы); Открыть проект; Восстановить материал из записи";app/thermogar_workspace.py:1740;2;подпись;Проект сохраняет материал и числовые настройки расчётных разделов. История хранит версию базы каждого расчёта и позволяет проверить, что записи не менялись после сохранения.;;;;;;;;;;;;;;;;app/thermogar_workspace.py:1711
S22;Проекты и данные;Проекты и история;Что открыть: Проекты / История расчётов;"Сохранить проект в папке ThermoGar (кнопка формы); Открыть проект; Восстановить материал из записи";app/thermogar_workspace.py:1740;3;радио;Что открыть;projects_history_mode;Проекты;Проекты;Проекты;;;;;;;;нет;;;;app/thermogar_workspace.py:1718
S22;Проекты и данные;Проекты и история;Что открыть: Проекты / История расчётов;"Сохранить проект в папке ThermoGar (кнопка формы); Открыть проект; Восстановить материал из записи";app/thermogar_workspace.py:1740;4;поле (текст);Название проекта;;;;;;;;view_mode == 'Проекты';;project_save_form;;да — thermogar_workspace.py:685–686;;;;app/thermogar_workspace.py:1727
S22;Проекты и данные;Проекты и история;Что открыть: Проекты / История расчётов;"Сохранить проект в папке ThermoGar (кнопка формы); Открыть проект; Восстановить материал из записи";app/thermogar_workspace.py:1740;5;поле (текст, многострочное);Описание (не обязательно);;;;;;;;view_mode == 'Проекты';;project_save_form;;нет;;;;app/thermogar_workspace.py:1731
S22;Проекты и данные;Проекты и история;Что открыть: Проекты / История расчётов;"Сохранить проект в папке ThermoGar (кнопка формы); Открыть проект; Восстановить материал из записи";app/thermogar_workspace.py:1740;6;галочка;Разрешить заменить одноимённый локальный проект;;False;False;False;;;;view_mode == 'Проекты';;project_save_form;;нет;;;;app/thermogar_workspace.py:1735
